Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
67,67,0.99662817,0.0842688,-0.97890204,0.42944053,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,339002,1000,1000.0,1000,0.0,0.8974648,-0.064913265,-0.9165266,0.24733031,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,69000,1000,1000.0,1000,0.0,69000,0.003287882999984504,13.190442330000906,0.9357392550000441,0.31948979599997074,0.009497987000031571,11.91744361500082,0.0049543439999979455,881.4611969330331,2.945000005638576e-05,0.0044532413594424725,-0.03856605291366577,7.486851,2.992877,-3.3169608,1.9998566,-5.3359737,5.7362585,5.318776,4.6320333,0.28158295,5.7137904,5.3126354,4.1708984,0.28685108,5.727913,5.307313,4.5480957,0.28231603,0.002171682,0.0013280341,68000,0.9967759,-0.011024113,-0.987195,0.66318154,0.17824598,-1.3890233,-3.494905,1.0142052,1.1951193,0.3724803,0.030351631,0.26929548
68,68,0.9933064,0.101527944,-0.98679394,0.31084242,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,344002,1000,1000.0,1000,0.0,0.9683882,-0.004278941,-0.9908,0.32465315,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,70000,1000,1000.0,1000,0.0,70000,0.005107034000047861,13.016416409002659,0.9434336039998925,0.33206603400003587,0.009612297000103354,11.722866067002542,0.0033110130000295612,894.7745808150305,2.0360000007713097e-05,0.004472432192414999,1.9722200632095337,10.553118,3.3645627,-1.792325,1.7536732,-5.2044826,5.565746,5.175314,4.546024,0.23611853,5.5934987,5.1671557,4.0981355,0.24428394,5.5872855,5.1657114,4.199204,0.24117714,0.0021019988,0.0018456565,69000,0.995348,-0.06518667,-0.99121946,0.6482336,-0.18533054,-1.5461489,-3.3626451,0.95090944,0.8308296,0.30814803,0.0346435,0.22074915
69,69,0.9923374,0.1619183,-0.9927429,0.33192962,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,349002,1000,1000.0,1000,0.0,0.9875735,0.038677983,-0.99941045,0.32885268,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,71000,1000,1000.0,1000,0.0,71000,0.005165993999980856,12.918620975995509,0.9382103570001163,0.30405972599987763,0.013083300000062081,11.653393744995356,0.0046820939999179245,907.9916291580303,2.5760000198715716e-05,0.0042430036701262,0.7792950868606567,7.889269,3.1426632,-3.3396583,2.0038502,-5.12993,5.4758434,5.0932703,4.6357512,0.21204077,5.5296082,5.1016655,3.2823753,0.24621665,5.5731144,5.089428,3.5479882,0.23979913,0.010674723,0.007865363,70000,0.9842076,-0.05570726,-0.99389744,0.6514544,-0.014406968,-1.4510088,-3.342003,0.93748033,0.9856963,0.33525634,0.035366043,0.23853819
70,70,0.83828795,-0.09606681,-0.9930921,0.41300294,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,354002,1000,1000.0,1000,0.0,0.9385249,-0.15758105,-0.9240974,0.24487144,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,72000,1000,1000.0,1000,0.0,72000,0.0033325419999528094,13.001845920997994,0.9361313260001225,0.32906382400005896,0.00912353599983362,11.720785999998043,0.0033863730000120995,921.2903756870253,2.2319999970932258e-05,0.0041522253304719925,0.54900062084198,7.098281,3.1001077,-3.3021166,1.8123473,-4.9816885,5.313253,4.953823,4.42315,0.2128191,5.333388,4.958336,4.321589,0.21140371,5.3180213,4.960383,4.344519,0.2110647,0.0006846829,0.0005180556,71000,0.9876746,-0.09864634,-0.9935828,0.6291938,0.013508107,-1.5244503,-3.3148065,0.98014545,1.0135998,0.3219452,0.036341082,0.24008618
71,71,0.8537467,0.0792605,-0.9930759,0.45894864,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,359002,1000,1000.0,1000,0.0,0.9547096,0.21200961,-0.75028014,0.2893616,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,73000,1000,1000.0,1000,0.0,73000,0.0032637730000715237,12.672203229999923,0.9307880709998244,0.31810695599983774,0.00912234499992337,11.407442742000285,0.00345916300011595,934.2287304130266,2.0179999864922138e-05,0.004132242873311043,-0.15375369787216187,7.6463585,2.9719884,-3.502745,1.8187647,-4.849677,5.197408,4.823791,4.435702,0.22672732,5.2355685,4.8449717,4.437656,0.22216228,5.2155466,4.8283753,4.4072914,0.23118153,0.000970172,0.00070238806,72000,0.97748095,-0.007577839,-0.99414563,0.6252886,0.043559525,-1.5544449,-3.4291427,0.9804071,1.0445222,0.3148643,0.032414716,0.24322397
72,72,0.97429836,0.113051675,-0.77099055,0.19617918,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,364002,1000,1000.0,1000,0.0,0.97720796,0.10172813,-0.9691806,0.34271497,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,74000,1000,1000.0,1000,0.0,74000,0.005049313999961669,12.48492088600051,0.9346939970000676,0.30526640299990504,0.00970426599997154,11.225548362000609,0.004631133999964732,946.9771998210263,2.741000002970395e-05,0.0038159964606165886,-0.8494824767112732,7.3232336,2.8474503,-4.2756553,1.9410794,-4.619685,5.0870013,4.6201653,4.144727,0.25751704,5.111873,4.6155453,4.2320676,0.25140098,5.0697203,4.604185,4.1359243,0.25219268,0.00078395294,0.0010485214,73000,0.9669653,-0.017513355,-0.992114,0.61414874,-0.01256362,-1.5719832,-3.3592713,0.9713227,0.987515,0.30674824,0.03476058,0.23260914
73,73,0.95581716,0.16419943,-0.98341554,0.26733735,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,369002,1000,1000.0,1000,0.0,0.9509166,0.33998483,-0.86260694,0.38666064,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,75000,1000,1000.0,1000,0.0,75000,0.004805943999826923,12.484758955001553,0.9409310489998006,0.31673878599985983,0.009632037000073979,11.207978355002297,0.004645983999807868,959.7295826700288,2.679999988686177e-05,0.0033118780702352524,-0.866601824760437,7.816696,2.8482373,-5.4201508,2.2967062,-4.4701037,4.927311,4.452973,4.0119333,0.28933975,4.9407516,4.456978,3.6859431,0.29312554,4.9322,4.455182,3.9350095,0.29201996,0.0010113444,0.0005150108,74000,0.98744303,0.052075263,-0.9901154,0.6170483,0.064704075,-1.5379267,-3.6307387,1.0022291,1.0668433,0.31714368,0.026496604,0.22731028
74,74,0.9758538,0.09772919,-0.98759663,0.4722437,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,374002,1000,1000.0,1000,0.0,0.99942183,0.21990539,-0.99802095,0.459489,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,76000,1000,1000.0,1000,0.0,76000,0.004950754999981655,12.991976437000858,0.931794582999828,0.3384045210000295,0.009578868000062357,11.702315816000919,0.004902224000034039,973.0253741070269,2.967000000353437e-05,0.003325127298012376,-2.3986332416534424,7.0996056,2.579648,-5.1242647,2.224344,-4.3146524,4.8396034,4.3025384,3.8040946,0.31600595,4.830658,4.30577,3.7975805,0.31401673,4.8460245,4.3021812,3.8122442,0.30966482,0.00034005876,0.0004514683,75000,0.99089134,0.011603489,-0.98721915,0.6386078,0.18753156,-1.40776,-3.7198856,1.0756378,1.2062683,0.38597903,0.02423674,0.31229886
75,75,0.8946297,0.04026689,-0.99056023,0.3573673,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,379002,1000,1000.0,1000,0.0,0.8572814,-0.09932892,-0.9788804,0.37217024,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,77000,1000,1000.0,1000,0.0,77000,0.005014423999909923,12.641887209002334,0.9360635150001144,0.29798882800014326,0.009677327999952468,11.388292511002192,0.004810923000150069,985.9359678910271,3.967999987253279e-05,0.0027912131045013666,-0.227135568857193,7.5331006,2.96138,-4.779068,2.2734032,-4.1633015,4.68935,4.153165,3.6244195,0.33791205,4.6963015,4.1572876,3.6119509,0.3349907,4.710184,4.156711,3.6018236,0.34346962,0.00049563224,0.0004921289,76000,0.9852053,-0.10141182,-0.99281454,0.67144364,0.25298434,-1.2835177,-3.9104981,1.0585884,1.2878631,0.4168749,0.02003052,0.29751527
76,76,0.95376074,-0.096201666,-0.9928353,0.19394733,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385,384002,1000,1000.0,1000,0.0,0.9944197,-0.047837503,-0.98624533,0.5006961,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,78000,1000,1000.0,1000,0.0,78000,0.003300733000060063,12.343614746998583,0.939751706999914,0.3084144590000051,0.009287947999837343,11.079524656998728,0.003315092999855551,998.5324373290246,2.0150000182184158e-05,0.002861866494640708,-2.8836541175842285,9.125372,2.5075963,-5.141876,2.468902,-4.0499487,4.5544095,4.0329566,3.4254093,0.3654083,4.5842295,4.0442343,3.4373066,0.36586425,4.600887,4.0495367,3.4418986,0.3665792,0.00075976155,0.0012705844,77000,0.9772224,-0.17474781,-0.99418026,0.6396379,0.19699076,-1.1548831,-3.6930308,0.9323467,1.2177328,0.43492356,0.02489643,0.27990925
77,77,0.97874606,-0.2333468,-0.9933637,0.22567219,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,389002,1000,1000.0,1000,0.0,0.9985486,-0.2173662,-0.99514973,0.5069229,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,79000,1000,1000.0,1000,0.0,79000,0.0032783429999199143,12.899349536999125,0.9504706370000804,0.3095360190000065,0.009145937000084814,11.623400207998884,0.0034766730000228563,1011.7214797470242,4.1720000126588275e-05,0.0028300248086452484,1.3631157875061035,8.486388,3.2323174,-4.03221,2.2914662,-3.8698587,4.424873,3.8734384,3.2424855,0.35363218,4.4490075,3.870484,3.2442112,0.35104883,4.4528913,3.8805642,3.2354426,0.35778695,0.00037350281,0.0007626662,78000,0.9938938,-0.17150624,-0.9926525,0.6773368,0.47794452,-1.2322206,-3.6069498,0.9851966,1.612756,0.422184,0.027134486,0.291742
78,78,0.98558855,-0.0644943,-0.98250467,0.17070247,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,394002,1000,1000.0,1000,0.0,0.99919295,-0.0063307495,-0.9970927,0.53256077,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,80000,1000,1000.0,1000,0.0,80000,0.004996672000061153,13.099432829001444,0.9598764560000745,0.3649539030000142,0.012203428000020722,11.751799486001346,0.005520464000028369,1025.1113990380259,8.241999989877513e-05,0.0027773564215749502,0.2580608129501343,7.5039773,3.0438414,-3.7545857,1.8481076,-3.8065898,4.2725015,3.7822766,3.2822387,0.3004622,4.264765,3.7820368,3.323285,0.3007036,4.2840385,3.787516,3.3113267,0.30261967,0.00026155135,0.000767905,79000,0.98584384,-0.1614914,-0.98601526,0.62806195,0.110643625,-1.320918,-3.8392737,1.0118577,1.1169968,0.3972309,0.021509217,0.29108143
79,79,0.9158924,-0.38666835,-0.9819873,0.33675078,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,399002,1000,1000.0,1000,0.0,0.9904902,-0.32005268,-0.9900337,0.4974968,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,81000,1000,1000.0,1000,0.0,81000,0.004998612999997931,13.074721276998844,0.9653988980001031,0.339869077000003,0.009441117000051236,11.751537458998655,0.003456082999946375,1038.497876927022,2.0030000086990185e-05,0.002414093120023608,1.134362816810608,7.9109516,3.1882315,-5.1202993,2.1929932,-3.7084103,4.055523,3.6990175,3.3100402,0.249985,4.0435677,3.6949434,2.7582107,0.25493246,4.040758,3.6968346,2.8944519,0.24977015,0.0015818821,0.0010754529,80000,0.99345887,-0.20606501,-0.98582935,0.6330836,0.44572535,-1.4174513,-3.8941724,1.0310344,1.5616225,0.3659463,0.020360216,0.28206506
80,80,0.97515345,-0.24706937,-0.9923837,0.36097154,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,404002,1000,1000.0,1000,0.0,0.97315913,-0.26110283,-0.9929944,0.47352734,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,82000,1000,1000.0,1000,0.0,82000,0.005198613999937152,12.71707343700109,0.9551051610001196,0.34503725700005816,0.009441036999987773,11.397599924001042,0.004664333999926384,1051.490825442021,2.7110000019092695e-05,0.002592806937173009,-0.12371653318405151,7.340207,2.9792252,-3.1926274,2.024106,-3.5929058,3.8791437,3.5849514,3.1204805,0.21072818,3.8826635,3.5835109,3.1483488,0.20780478,3.8876228,3.5884387,3.1677535,0.20721953,0.00025881105,0.0004969814,81000,0.9900509,-0.15265732,-0.9912333,0.6140419,0.34637412,-1.4050037,-3.756135,1.0291706,1.4139315,0.3733727,0.023373906,0.2910171
81,81,0.9861719,-0.10069766,-0.9667949,0.2775922,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,409002,1000,1000.0,1000,0.0,0.98388237,-0.13841262,-0.9643252,0.384562,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,83000,1000,1000.0,1000,0.0,83000,0.004644724999934624,13.174010599997018,0.9675012990001051,0.3504347510001935,0.009731800999816187,11.83683257999678,0.004647743000077753,1064.9837771920193,0.00021770100011053728,0.0024805718567222357,-0.6105712652206421,8.692287,2.8982255,-3.4790964,2.452891,-3.4577081,3.7472384,3.453788,2.8786888,0.18848993,3.7673545,3.4491472,2.7793262,0.18883123,3.757474,3.452269,2.6711562,0.18817487,0.00026109675,0.00044149265,82000,0.9950802,-0.1400458,-0.9910819,0.64143807,0.55067027,-1.3092904,-3.7767935,0.97282904,1.7344152,0.39306474,0.02289599,0.29824394
82,82,0.90684795,-0.18182991,-0.87003666,0.29486325,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,414002,1000,1000.0,1000,0.0,0.9922829,0.13095072,-0.993376,0.5128892,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,84000,1000,1000.0,1000,0.0,84000,0.00519949399995312,12.87931461099879,0.9249919569999747,0.3026538230001279,0.009509754999953657,11.632270288998825,0.004658493000079034,1078.151793345022,3.079999987676274e-05,0.002250166144222021,-0.9737213253974915,9.472001,2.8402884,-4.6537037,2.3605917,-3.3367546,3.5987422,3.332582,2.9255364,0.16208702,3.608848,3.3292153,2.4160624,0.17486478,3.5838168,3.3217778,2.7566597,0.16484816,0.0018320178,0.0006679394,83000,0.98564357,-0.1338573,-0.9958585,0.6414256,0.48885417,-1.280484,-3.7941241,0.99685866,1.6304469,0.40569243,0.022502607,0.29490915
83,83,0.9974324,0.22039877,-0.9486608,0.42879558,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,419002,1000,1000.0,1000,0.0,0.9995255,0.20413588,-0.9885041,0.62433416,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,85000,1000,1000.0,1000,0.0,85000,0.003562692000059542,12.785044406002498,0.9689881309998327,0.30475137899998117,0.00896889600016948,11.495340675002353,0.003404052999940177,1091.2262594630258,2.8580000162037322e-05,0.0019942878279834986,-0.525897204875946,8.845882,2.9154162,-4.007657,2.6788576,-3.213097,3.4558709,3.2019663,2.8868892,0.14826742,3.454013,3.2006998,2.4427004,0.1558041,3.4598627,3.2082024,2.5639546,0.15643045,0.0009267117,0.0007303462,84000,0.9913017,-0.07830923,-0.99300474,0.67985094,0.9092383,-1.1536881,-3.9974406,0.9994157,2.482431,0.45265004,0.018362576,0.3298398
84,84,0.9903459,0.1674783,-0.9635887,0.40506724,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,424002,1000,1000.0,1000,0.0,0.99783885,0.055036735,-0.8440863,0.40803695,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,86000,1000,1000.0,1000,0.0,86000,0.0035561029999371385,13.006817168002499,0.9355375860000095,0.31150199000012435,0.00935035800011974,11.742115058002355,0.004727982999838787,1104.5284862900332,2.8090000114389113e-05,0.0020746253430843353,-0.6053970456123352,8.987118,2.902007,-4.58536,2.4915507,-3.0720372,3.312213,3.0624456,2.7669594,0.13487035,3.301501,3.0643215,2.7895334,0.13172239,3.3036556,3.0657628,2.7790065,0.13469607,0.0002050302,0.00029557967,85000,0.98372793,-0.08174584,-0.9961472,0.6979264,0.26897988,-1.1754416,-3.8099363,0.97574806,1.3086288,0.4354535,0.02214959,0.27828583
85,85,0.9666646,0.16806465,-0.988127,0.41654882,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430,429002,1000,1000.0,1000,0.0,0.9956927,0.26805118,-0.985438,0.47852728,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,87000,1000,1000.0,1000,0.0,87000,0.003546102999962386,12.487250395998217,0.9230620749999616,0.31004256000005626,0.009209257000065918,11.236743406997903,0.004621404000090479,1117.2811937450274,2.5590000177544425e-05,0.0020224647596478462,-0.9008105397224426,10.622808,2.8547885,-5.491466,2.5617175,-2.937797,3.196463,2.9320974,2.6278298,0.13539575,3.1829216,2.9365487,2.6352851,0.13427123,3.1844895,2.9314892,2.3889644,0.13567327,0.00021468182,0.00078909734,86000,0.9865478,-0.1260464,-0.9931126,0.70916176,0.38851786,-1.0790254,-3.8430133,0.94272023,1.4747933,0.47023073,0.021428932,0.297429
86,86,0.8095696,0.13748169,-0.9857129,0.29092753,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,434002,1000,1000.0,1000,0.0,0.98943317,0.22167791,-0.9995861,0.45620736,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,88000,1000,1000.0,1000,0.0,88000,0.003617032999954972,12.519386333000739,0.9220706439998594,0.3201725379999516,0.009823797000080958,11.258977147000905,0.004700083999978233,1130.0661754480345,2.5090000008276547e-05,0.0018733296310529113,-0.915040910243988,9.134258,2.8542938,-3.3834007,2.4661105,-2.852673,3.07359,2.841462,2.4771328,0.13513535,3.067718,2.8459306,2.4614255,0.13500889,3.0740519,2.844591,2.419942,0.13613217,0.00015891707,0.00018034394,87000,0.992418,-0.09807322,-0.9959779,0.6934481,0.35698542,-1.1264819,-3.9640253,1.0105999,1.429015,0.46700263,0.018986534,0.31413832
87,87,0.9706671,0.23897696,-0.98412913,0.35296988,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,439002,1000,1000.0,1000,0.0,0.9903091,-0.06761978,-0.99449027,0.48986885,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,89000,1000,1000.0,1000,0.0,89000,0.005185574000051929,12.801545881998209,0.9536662000000433,0.3088236399999005,0.009359987000152614,11.519927746998064,0.004561314000056882,1143.1565362950303,2.141999993909849e-05,0.001630007172934711,-1.9884884357452393,7.9585814,2.6902266,-2.7592187,2.2433848,-2.747457,2.9509535,2.7400823,2.4247131,0.1367992,2.9471571,2.7380545,2.4509995,0.13627295,2.942099,2.7421234,2.4455733,0.13630123,8.8118904e-05,0.00017814126,88000,0.9795775,-0.08613908,-0.9950774,0.68993574,0.27685878,-1.0887738,-4.0113845,0.9873072,1.3189801,0.47576404,0.018108306,0.31219834
88,88,0.9676866,0.105745174,-0.96020275,0.32194987,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,444002,1000,1000.0,1000,0.0,0.9924887,0.13298292,-0.99315,0.45095798,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,90000,1000,1000.0,1000,0.0,90000,0.0035834930001783505,12.917636977997518,0.9516291540001021,0.3480551820000528,0.00924669799996991,11.601742517997309,0.003360352999834504,1156.3676247960336,1.95800000710733e-05,0.0014492565533146262,-0.7001394033432007,8.661096,2.8928912,-3.6388392,2.571213,-2.6469805,2.8596377,2.6450658,2.3744593,0.13758196,2.8344874,2.641504,2.380263,0.13702178,2.8537064,2.6420307,2.375738,0.13827421,8.291084e-05,0.00016879098,89000,0.99497,-0.03512984,-0.9972875,0.7257576,0.52740693,-1.044261,-3.854134,0.9944551,1.6945325,0.49289432,0.021191945,0.3174055
89,89,0.9824639,0.14172047,-0.99890846,0.21496965,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,449002,1000,1000.0,1000,0.0,0.9956471,0.108370475,-0.97703105,0.43366522,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,91000,1000,1000.0,1000,0.0,91000,0.005188073999988774,12.456192532000614,0.9315712790000816,0.29532349200007957,0.00928401400005896,11.210009109000339,0.004790354000078878,1169.0815288950364,2.6209999987258925e-05,0.0013456777669489384,2.048666000366211,8.532028,3.309894,-3.963447,2.3899522,-2.5422618,2.714299,2.5383422,2.260239,0.12501858,2.7197804,2.5411263,2.2812052,0.123835094,2.716705,2.5360227,2.2877479,0.12454879,8.403199e-05,0.00016060594,90000,0.99731743,-0.08268654,-0.99418247,0.73143893,0.41417906,-1.0377871,-3.9210858,0.9915996,1.513128,0.49416092,0.019819561,0.30749193
90,90,0.99659795,0.1330644,-0.9894883,0.23090282,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,454002,1000,1000.0,1000,0.0,0.9906031,0.106129035,-0.9893288,0.45635143,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,92000,1000,1000.0,1000,0.0,92000,0.0035552519998418575,12.87940573099695,0.9349773149999692,0.3297688579998521,0.009354604999998628,11.598156127997072,0.003574473000071521,1182.23135935603,1.910000014504476e-05,0.0014622421003878117,-0.2737903296947479,8.92074,2.9580579,-4.0469265,2.1893618,-2.4539237,2.5933082,2.445998,2.1483583,0.11449585,2.597893,2.448977,2.1751273,0.11403882,2.5983331,2.4499278,2.1619759,0.11494062,8.379569e-05,0.00017286706,91000,0.99713415,-0.08741901,-0.9960574,0.6876432,0.8167661,-1.142179,-3.686847,0.95686746,2.263169,0.4506556,0.025050864,0.31949472
91,91,0.99872863,-0.41290298,-0.9877517,0.37496918,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460,459002,1000,1000.0,1000,0.0,0.9989495,-0.34085205,-0.99849415,0.49624118,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,93000,1000,1000.0,1000,0.0,93000,0.003510813000048074,12.894220023002845,0.9266254680001111,0.3057266589999017,0.009266778999972303,11.644452780002666,0.004611953999983598,1195.398750462034,2.5570000161678763e-05,0.0012242017546668649,-1.3949213027954102,9.233162,2.7919726,-5.32618,2.2593884,-2.3408854,2.490752,2.343127,2.068578,0.11367389,2.4871762,2.3438802,2.0864265,0.11468472,2.4977865,2.333868,2.0618298,0.11087957,8.696955e-05,0.000196554,92000,0.9964414,-0.1605552,-0.9979925,0.6766083,0.76325166,-1.0581392,-3.6682928,0.9215239,2.1452405,0.47937945,0.025520002,0.3288253
92,92,0.9957284,0.03310022,-0.99430275,0.14511842,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,464002,1000,1000.0,1000,0.0,0.9993484,0.0130151035,-0.9881335,0.47365987,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,94000,1000,1000.0,1000,0.0,94000,0.006395596000174919,12.968051719000869,0.9302240800000163,0.3274772039999334,0.00956357800009755,11.689197270000932,0.0051171109998904285,1208.6531872440335,7.687999982408655e-05,0.0010595942148938775,0.4695170521736145,9.651176,3.068544,-4.070055,2.1771617,-2.2292385,2.3777754,2.2253766,2.0098627,0.109798215,2.384068,2.2261019,2.0034192,0.10913014,2.3949034,2.227693,2.0096354,0.108091235,4.6051675e-05,0.00012745192,93000,0.9958274,-0.12100472,-0.99758184,0.70547056,0.57122177,-1.0924572,-3.9234238,0.9171658,1.7704288,0.45994893,0.01977328,0.2974677
93,93,0.9764913,-0.36158758,-0.97945786,0.3327581,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,469002,1000,1000.0,1000,0.0,0.97036785,-0.2904125,-0.98646194,0.4850768,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,95000,1000,1000.0,1000,0.0,95000,0.0035676530001182982,14.226464369997075,0.9524925010000516,0.3577537169999232,0.009531216999903336,12.898418067997,0.0046729539999432745,1223.2423691500317,2.8260000135560404e-05,0.0009690635488368571,0.6715461015701294,8.419558,3.096776,-3.8099308,2.2508442,-2.1592016,2.2949178,2.1517243,1.9582261,0.10208665,2.2933443,2.1592355,1.9591833,0.10103763,2.2952807,2.1556077,1.9505903,0.10307066,9.808074e-05,9.1001944e-05,94000,0.99665,-0.12220242,-0.99731326,0.6854583,0.338144,-1.1277937,-4.1591363,1.0024946,1.4023424,0.45495975,0.015621044,0.2806317
94,94,0.9983213,0.11954553,-0.96017164,0.5148707,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,474002,1000,1000.0,1000,0.0,0.9976882,0.08633565,-0.9980575,0.51982784,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,96000,1000,1000.0,1000,0.0,96000,0.003559673000154362,12.813337542998624,0.9485851360000197,0.31402121199994326,0.010113278000062564,11.532532360998403,0.00449034300004314,1236.3452942540287,3.553999999894586e-05,0.0009515535202808678,-2.9402694702148438,8.979689,2.5773907,-2.7059097,2.193086,-2.066022,2.2189288,2.067873,1.8847295,0.0928938,2.2092373,2.0643635,1.8798741,0.09260969,2.2202983,2.0673492,1.8756673,0.09548191,6.481417e-05,9.5366704e-05,95000,0.9944543,-0.06358409,-0.9956076,0.6607383,0.512079,-1.0404515,-4.087228,0.9330786,1.668757,0.48161855,0.016785702,0.2984183
