Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
153,153,0.994725,0.014087441,-0.99545133,0.677927,1.0,1257,1.0,1.0,1.0,0.0,1.0,0.2514502900580116,0.0,0.43384679517976554,38926,763071,7,3.976929196499602,1,1.6975650460818839,0.99954796,-0.02734425,-0.99941087,0.7591027,0.996,250,1.0,0.996,0.0,0.063118935352238,1.0,0.249,0.0,0.43243380996402214,7784,155000,7,4.0,1,1.7595453958338216,155000,0.0038103029996818805,12.930534210996484,0.9573469219999424,0.33029134499975044,0.018209736999779125,11.616152170997339,0.004697262999798113,2032.7233693031344,2.6470000193512533e-05,0.00022854845155961812,-0.8426552414894104,8.063435,2.8994894,-5.102711,2.0078132,-0.9476308,1.0,0.941645,0.9207075,0.020901162,1.0006202,0.94008493,0.9185658,0.020988544,1.0019772,0.94025123,0.91853577,0.021132803,3.2346666e-06,3.827122e-06,154000,0.9945629,0.11828017,-0.9932151,0.7184795,0.12099589,-0.54910517,-2.2526207,0.41917226,1.1286203,0.6223026,0.10512336,0.21609852
154,154,0.9949522,0.016760752,-0.9961543,0.6793875,1.0,1266,1.0,1.0,1.0,0.0,1.0,0.2534027221777422,0.0,0.43495951831251173,40192,768067,7,3.9462875197472354,1,1.716555285120249,0.9994986,0.026079735,-0.9997131,0.7621284,0.9959514170040485,247,1.0,0.9959514170040485,0.0,0.06349954308242155,1.0,0.246,0.0,0.43067853440820564,8031,156000,7,4.048582995951417,1,1.7372054016391214,156000,0.003928593999717123,12.6666149090006,0.9562384710002334,0.3292427219998899,0.018800774999817804,11.354879764000543,0.003505543000301259,2045.638788414144,1.9040000097447773e-05,0.00022654527856502682,-1.8156933784484863,7.87368,2.7836545,-4.8374166,1.8353596,-0.94919366,1.0,0.94295704,0.920769,0.022002757,1.0004799,0.9415371,0.918468,0.02217008,1.0024552,0.94239134,0.9199859,0.022194942,3.1817174e-06,1.5551143e-06,155000,0.993897,0.13643128,-0.99459696,0.7027517,0.18962987,-0.5552048,-2.101002,0.44490454,1.2088021,0.62522244,0.12233379,0.23357017
155,155,0.9948311,0.0070940647,-0.99516994,0.6853554,1.0,1234,1.0,1.0,1.0,0.0,1.0,0.2469481689013408,0.0,0.4312363282210993,41426,773064,7,4.049432739059967,1,1.7023162319080494,0.9995416,0.012311602,-0.9992812,0.7651505,0.9959183673469387,245,1.0,0.9959183673469387,0.0,0.06375714021148289,1.0,0.244,0.0,0.4294927240361588,8276,157000,7,4.081632653061225,1,1.671327648892995,157000,0.006197064999923896,12.67482871499351,0.9577895890001855,0.3088160320003226,0.01902824500029965,11.379652680992422,0.0033260530003644817,2058.570311894136,1.9049999991693767e-05,0.00021678314078599215,-1.3346765041351318,8.287537,2.8417993,-7.3062725,1.9393861,-0.9498685,1.0,0.9442553,0.92090064,0.02225843,0.9998607,0.94224024,0.91949826,0.02239458,1.0033159,0.9452534,0.922726,0.022382742,5.1237475e-06,2.5836591e-06,156000,0.99459755,0.05177742,-0.9956623,0.7059964,0.38050693,-0.5928086,-2.453996,0.48210195,1.463026,0.6105425,0.08594945,0.24688795
156,156,0.99612933,0.006099766,-0.993901,0.6835473,1.0,1251,1.0,1.0,1.0,0.0,1.0,0.25040032025620496,0.0,0.4332435803007299,42677,778060,7,3.993605115907274,1,1.7290365579728963,0.999297,-0.026224155,-0.9992906,0.7509318,0.9958677685950413,242,1.0,0.9958677685950413,0.0,0.06414948221595052,1.0,0.241,0.0,0.4276903085177405,8518,158000,7,4.132231404958677,1,1.7858125393754487,158000,0.006147865000002639,12.676000514998123,0.954222499000025,0.3613772600001539,0.019299092999972345,11.330311473998336,0.004613613999936206,2071.5001013331325,2.8709999696729938e-05,0.00022383015311788768,0.038095131516456604,8.707457,3.0045326,-3.7005568,1.7393371,-0.9515834,1.0,0.9450276,0.92103696,0.02381068,1.0011511,0.94430393,0.9192875,0.02375199,1.0029235,0.94467574,0.9190084,0.024006398,1.8982066e-06,2.1727992e-06,157000,0.9931528,0.08168677,-0.99245894,0.71774703,0.40675214,-0.5760682,-2.3634903,0.46720597,1.5019318,0.6170855,0.09409124,0.23930779
157,157,0.9941575,-0.002779854,-0.9938761,0.6786543,1.0,1277,1.0,1.0,1.0,0.0,1.0,0.2554,0.0,0.43608581724243217,43954,783060,7,3.9154267815191854,1,1.7129261423053266,0.9995128,0.010191875,-0.99940395,0.748981,1.0,256,1.0,1.0,1.0,0.0,1.0,0.256,0.0,0.4364218143035474,8774,159000,7,3.90625,1,1.6720940277089682,159000,0.0038075029997344245,12.683165963002466,0.9579922119996809,0.31403457599981266,0.01924913499988179,11.383388604003358,0.004668383000080212,2084.437928727136,2.5549999918439426e-05,0.00022285952582024038,-0.19506099820137024,7.970865,2.9768033,-4.244671,1.963432,-0.9477206,1.0,0.9424143,0.92120945,0.020771518,1.0025504,0.9423971,0.921591,0.020899339,0.99926454,0.94013333,0.92016166,0.020466177,1.1371634e-06,8.275324e-06,158000,0.99251354,0.028674914,-0.99418116,0.7350489,0.3010364,-0.5237447,-2.0529525,0.38964328,1.3512585,0.63495094,0.12835537,0.22495052
158,158,0.9950024,-0.012008238,-0.9942763,0.6831941,1.0,1252,1.0,1.0,1.0,0.0,1.0,0.2504,0.0,0.4332433957950196,45206,788060,7,3.9936102236421727,1,1.6900263911273632,0.9995773,0.0035828515,-0.999166,0.75742525,0.9959839357429718,249,1.0,0.9959839357429718,0.0,0.0632450431647535,1.0,0.248,0.0,0.43185182644050485,9023,160000,7,4.016064257028113,1,1.8035392947864777,160000,0.0038888829999450536,12.635725034008374,0.9553967279998687,0.31237889400017593,0.01755513400030395,11.341786971008332,0.004688013999839313,2097.331726060151,3.0409999908442842e-05,0.00022059569892007858,-0.05464458465576172,8.934095,2.9935098,-3.4738667,1.8007141,-0.9504271,1.0,0.9447918,0.9211119,0.023277594,1.0014864,0.94431376,0.92118275,0.023394814,1.00146,0.9431665,0.9205006,0.023535907,1.0657698e-06,5.6796266e-06,159000,0.9942651,0.06548923,-0.99320126,0.7226445,0.2785287,-0.564478,-1.9510329,0.4079448,1.3211845,0.6133001,0.1421272,0.22393069
159,159,0.99492794,0.0290641,-0.9948782,0.68466496,1.0,1257,1.0,1.0,1.0,0.0,1.0,0.251500600240096,0.0,0.4338756138791018,46463,793058,7,3.976133651551313,1,1.6641868607088681,0.9992757,-0.014217634,-0.99985665,0.7635355,0.9961538461538462,260,1.0,0.9961538461538462,0.0,0.06189798822858108,1.0,0.259,0.0,0.4380856080722123,9283,161000,7,3.8461538461538463,1,1.6937057162489704,161000,0.003953632999582624,12.851282751000326,0.9661405980000382,0.3076240579998739,0.018178511999849434,11.55179544800103,0.003571692000150506,2110.449762618143,1.880999980130582e-05,0.00021494663087651134,-1.5084015130996704,9.057405,2.8213878,-4.7258763,1.974646,-0.95084345,1.0,0.9441285,0.92197657,0.020735193,1.001121,0.9444821,0.92204195,0.020825598,1.0019773,0.94330287,0.91748375,0.02107713,7.038681e-07,3.1093418e-06,160000,0.9947336,0.04284108,-0.9929164,0.7153866,0.306267,-0.5247236,-2.0186584,0.3980912,1.3583449,0.6350967,0.13283356,0.22110923
160,160,0.9955883,0.0030479429,-0.99567795,0.6783037,1.0,1272,1.0,1.0,1.0,0.0,1.0,0.25465465465465464,0.0,0.43566691579390465,47735,798053,7,3.92688679245283,1,1.710171308794252,0.99955904,-0.013298861,-0.9996872,0.75924927,0.9960159362549801,251,1.0,0.9960159362549801,0.0,0.06299357888781631,1.0,0.25,0.0,0.4330127018922193,9534,162000,7,3.9840637450199203,1,1.767272478106539,162000,0.006206393999946158,12.738633901994035,0.9977091109999492,0.33680731300000843,0.017822683999838773,11.376656046994412,0.0034098629998879915,2123.4449519171376,2.248999999210355e-05,0.0002120691497111693,0.6392025947570801,9.254509,3.0755684,-5.012161,2.0867338,-0.9519692,1.0,0.9438432,0.92073816,0.020945081,1.0006362,0.94456315,0.92116916,0.020604672,1.0018858,0.94522864,0.92318845,0.0205697,1.2427389e-06,4.1268477e-06,161000,0.9961742,0.07879239,-0.9954807,0.71580535,0.12555908,-0.5633306,-2.0289521,0.41693538,1.1337821,0.6155923,0.13147321,0.22576752
161,161,0.9950686,0.02049158,-0.99468637,0.6738953,1.0,1255,1.0,1.0,1.0,0.0,1.0,0.25115069041424853,0.0,0.4336750178632553,48990,803050,7,3.981673306772908,1,1.7120567268350129,0.9995618,-0.07447827,-0.99947876,0.74954987,0.9961089494163424,257,1.0,0.9961089494163424,0.0,0.062256809338521395,1.0,0.256,0.0,0.4364218143035474,9791,163000,7,3.8910505836575875,1,1.6864640977747842,163000,0.003934813000341819,12.775090273995374,0.956992571000228,0.3371037309998428,0.020117348999974638,11.452266566994695,0.004650703000152134,2136.4823910731366,2.4540000140405027e-05,0.00020914780907332897,1.3625234365463257,8.040499,3.1608176,-1.4623578,1.7317818,-0.9513583,1.0,0.9441571,0.9216252,0.022118874,1.0013138,0.94441235,0.92222154,0.022059493,1.0053369,0.9451802,0.92408025,0.021909779,6.0086353e-07,2.274769e-06,162000,0.9929074,0.0709674,-0.9937662,0.7233542,0.25079274,-0.5518952,-2.2018578,0.41319305,1.2850437,0.619817,0.1105975,0.21403682
162,162,0.99385667,-0.0012912095,-0.9947336,0.67702734,1.0,1246,1.0,1.0,1.0,0.0,1.0,0.24934960976585951,0.0,0.43263654708712845,50236,808047,7,4.010433386837882,1,1.6881382904303965,0.9998046,-0.0056355204,-0.99925804,0.747164,0.9959349593495935,246,1.0,0.9959349593495935,0.0,0.06362795057926231,1.0,0.245,0.0,0.43008720046055776,10037,164000,7,4.065040650406504,1,1.6686484351035604,164000,0.003901762999703351,12.68901442500919,0.9563365500002874,0.2964990000000398,0.0175978639999812,11.410888706009246,0.0037714119998781825,2149.4270456621466,1.9130000055156415e-05,0.00020786405366379768,-0.960821270942688,8.204662,2.886677,-3.5017698,1.8787447,-0.95008534,1.0,0.94479257,0.92156714,0.022155093,1.0017008,0.94445825,0.921018,0.022036271,0.99869704,0.94247204,0.91717184,0.022396246,9.3327674e-07,7.259812e-06,163000,0.99406236,0.04453246,-0.9916134,0.715192,0.14292301,-0.57807183,-2.1006725,0.43375736,1.153641,0.6096309,0.1223741,0.22740303
163,163,0.9949553,0.00950143,-0.99463093,0.6744516,1.0,1274,1.0,1.0,1.0,0.0,1.0,0.2548,0.0,0.4357487349379227,51510,813047,7,3.924646781789639,1,1.683040832866395,0.9993446,-0.036327533,-0.99958134,0.74969935,0.9958847736625515,243,1.0,0.9958847736625515,0.0,0.06401789788520183,1.0,0.242,0.0,0.42829429134649927,10280,165000,7,4.11522633744856,1,1.631447213519259,165000,0.003849003000141238,12.704859016007049,0.9863109240000085,0.3500527730002432,0.018418403999930888,11.341512708007485,0.004690483999638673,2162.390936741166,2.471999960107496e-05,0.00020293815759941936,-1.5056248903274536,8.411337,2.8229222,-4.332158,1.982899,-0.95223945,1.0,0.94495773,0.92253053,0.022265637,1.0002697,0.9451088,0.923325,0.021945393,1.0036333,0.94620407,0.92375237,0.02165134,7.36667e-07,3.966653e-06,164000,0.993826,0.04656576,-0.9932637,0.71326363,0.14981991,-0.6048885,-1.9106634,0.37714803,1.161625,0.5822416,0.1479822,0.19337663
164,164,0.99637824,-0.0012655157,-0.99499756,0.6797766,1.0,1265,1.0,1.0,1.0,0.0,1.0,0.2532025620496397,0.0,0.43484597804410946,52775,818043,7,3.9494071146245058,1,1.685736970779528,0.99964345,-0.0036371714,-0.99904704,0.75662065,0.9959016393442623,244,1.0,0.9959016393442623,0.0,0.06388711995131105,1.0,0.243,0.0,0.42889509206797877,10524,166000,7,4.098360655737705,1,1.6063900883126359,166000,0.003870392999942851,12.603705546009678,0.9536386790000506,0.2971501609999905,0.020427815999937593,11.324552604009568,0.0038408030000027793,2175.2503775481737,0.00022509000018544612,0.00019802396127488464,-1.5891331434249878,9.307825,2.8136377,-2.6818182,1.8238612,-0.95147985,1.0,0.9437145,0.9221521,0.022040095,0.99999124,0.94364536,0.92203104,0.022129709,1.0033511,0.9449737,0.92381644,0.02224974,9.4528815e-07,2.9740604e-06,165000,0.9943619,0.092626475,-0.9957653,0.7110812,0.18539287,-0.5105796,-1.9743023,0.40337032,1.2036912,0.6447112,0.13885815,0.22197476
165,165,0.9948791,0.032683335,-0.9948446,0.67518795,1.0,1252,1.0,1.0,1.0,0.0,1.0,0.2504500900180036,0.0,0.4332722497783323,54027,823042,7,3.992811501597444,1,1.6736387114169342,0.9991333,0.007420895,-0.9994323,0.7633619,0.9961240310077519,258,1.0,0.9961240310077519,0.0,0.06213650985225348,1.0,0.257,0.0,0.43697940454900164,10782,167000,7,3.875968992248062,1,1.7828109150239242,167000,0.004492743999890081,13.139821275004579,0.9817882600000303,0.3362628509999013,0.018454294999628473,11.795395973004815,0.003407742000035796,2188.649956591169,1.9410000277275685e-05,0.00020182895241305232,-2.576159715652466,8.796189,2.6972103,-2.8664184,1.736076,-0.95344234,1.0,0.94731,0.923615,0.022786241,1.0001241,0.9464397,0.922561,0.022787616,1.0049043,0.94956595,0.9254329,0.022651017,1.6004692e-06,7.5314697e-06,166000,0.9933984,0.08912116,-0.992113,0.7010365,0.19386736,-0.59413093,-2.1042733,0.42233586,1.2139353,0.5978444,0.12193425,0.22004154
166,166,0.9973698,0.028146649,-0.99409837,0.67977256,1.0,1274,1.0,1.0,1.0,0.0,1.0,0.25495297178306986,0.0,0.4358347782842152,55301,828039,7,3.9222919937205654,1,1.7058645973903606,0.9997281,-0.010636872,-0.9996232,0.7521538,0.9959514170040485,247,1.0,0.9959514170040485,0.0,0.06349954308242155,1.0,0.246,0.0,0.43067853440820564,11029,168000,7,4.048582995951417,1,1.6487229803043737,168000,0.003923072999896249,12.578461344002335,0.9566065409999283,0.28982273500014344,0.01790355200000704,11.30685098000231,0.0033188030001838342,2201.4780904481813,3.565999986676616e-05,0.0001992140751099214,0.2965490520000458,8.206206,3.0348015,-3.5166225,1.7107381,-0.95258737,1.0,0.9458946,0.9218347,0.02254246,0.9998605,0.9457768,0.9215903,0.02250375,1.0026762,0.9470823,0.92336905,0.022400798,1.188573e-06,3.2619432e-06,167000,0.99541014,0.05288133,-0.99365234,0.72038484,0.13672525,-0.55601704,-1.9732473,0.38888055,1.1465131,0.61364967,0.13900474,0.20768498
167,167,0.99483305,0.012520651,-0.99530804,0.68106514,1.0,1247,1.0,1.0,1.0,0.0,1.0,0.2494498899779956,0.0,0.4326946294651246,56548,833038,7,4.008821170809944,1,1.6673916280574372,0.9992661,0.008349721,-0.9997652,0.7541776,0.9961538461538462,260,1.0,0.9961538461538462,0.0,0.06189798822858108,1.0,0.259,0.0,0.43808560807221225,11289,169000,7,3.8461538461538463,1,1.7117761287016768,169000,0.004125294000004942,13.314838304002933,0.9598234439999942,0.3182755980001275,0.026745275999928708,12.0022073990026,0.0036421230001906224,2215.0964307871914,1.917000008688774e-05,0.00019674637587741017,0.07880835980176926,8.125841,3.0092351,-2.5862048,1.8897765,-0.95598745,1.0,0.94832885,0.9218867,0.024501665,1.001903,0.9494637,0.9242077,0.02445546,1.0038251,0.9495118,0.9238797,0.024702672,1.9713084e-06,3.4976383e-06,168000,0.9952747,0.015007836,-0.9933247,0.7174323,0.2910803,-0.5646563,-2.229528,0.42842898,1.337872,0.6165624,0.1075792,0.22916558
168,168,0.99638903,-0.0019104431,-0.9954285,0.6761298,1.0,1243,1.0,1.0,1.0,0.0,1.0,0.2486,0.0,0.43220138824395277,57791,838038,7,4.022526146419952,1,1.6749945708777763,0.9991081,-0.022451267,-0.9995942,0.7527818,1.0,231,1.0,1.0,1.0,0.0,1.0,0.231,0.0,0.4214724190264412,11520,170000,7,4.329004329004329,1,1.657980400559448,170000,0.00396934299988061,13.987850950004486,0.9880183759996726,0.3421525940002539,0.019748921999962477,12.629169961004663,0.004765954000049533,2229.41795666219,2.5800000003073364e-05,0.0002006700960919261,1.6424134969711304,8.114609,3.192911,-3.9276712,1.9838408,-0.9526057,1.0,0.9464846,0.92262644,0.022739192,1.0004307,0.94584775,0.92206234,0.022662753,1.001732,0.94610554,0.92241204,0.022710701,1.0223076e-06,1.4631446e-06,169000,0.9962924,0.030669888,-0.9945298,0.71963614,0.2731631,-0.5731642,-2.0894961,0.42191082,1.3141146,0.611257,0.12374947,0.2316325
169,169,0.9944874,-0.015816143,-0.99411917,0.67568016,1.0,1254,1.0,1.0,1.0,0.0,1.0,0.2509505703422053,0.0,0.43356012453537196,59045,843035,7,3.984848484848485,1,1.6893304641882672,0.9998865,0.0018109195,-0.9994308,0.7511295,0.9961977186311787,263,1.0,0.9961977186311787,0.0,0.061545300594063296,1.0,0.262,0.0,0.439722639853806,11783,171000,7,3.802281368821293,1,1.7675987784970135,171000,0.006033995000052528,13.830404997996538,1.021484681000402,0.3311508669999057,0.01846735399976751,12.448403896996297,0.004835363999973197,2243.564391614188,2.8840000140917255e-05,0.0001952515885932371,-2.1785457134246826,6.61136,2.7449374,-5.1182556,2.0108888,-0.95022047,1.0,0.9453514,0.922381,0.02274825,1.0000886,0.9445076,0.9220406,0.022564681,1.0008398,0.94248,0.9189518,0.023272183,1.5073629e-06,1.0307407e-05,170000,0.9926953,0.025733776,-0.9930465,0.7136497,0.43419495,-0.5415156,-2.023211,0.3892941,1.5437198,0.622883,0.13223019,0.21501465
170,170,0.9954054,0.021799471,-0.99634737,0.6794589,1.0,1282,1.0,1.0,1.0,0.0,1.0,0.2566052842273819,0.0,0.4367596734291828,60327,848031,7,3.8970358814352575,1,1.670242617935695,0.9998016,0.04041023,-0.9995393,0.7522629,0.9960474308300395,253,1.0,0.9960474308300395,0.0,0.06274509038097843,1.0,0.252,0.0,0.43416126036301306,12036,172000,7,3.952569169960474,1,1.730259445052042,172000,0.0073084359996755666,14.7323830899918,1.0296337260001565,0.3398990959999537,0.023108514999876206,13.328652473992406,0.003760952999982692,2258.6106876301706,1.9889999748556875e-05,0.00019127523410134017,0.35591867566108704,7.597313,3.0415704,-2.1977348,1.9327115,-0.9556866,1.0,0.9480512,0.9227702,0.02445772,1.0041015,0.9497979,0.924536,0.02445931,1.0019743,0.9481864,0.9236179,0.024627248,4.256647e-06,1.4652458e-06,171000,0.9957535,0.018644487,-0.9957554,0.7165216,0.19571546,-0.5575041,-1.9996206,0.40167695,1.2161808,0.6164225,0.13538665,0.22231261
171,171,0.995866,-0.009952231,-0.99508125,0.6791908,1.0,1294,1.0,1.0,1.0,0.0,1.0,0.25890356142456983,0.0,0.43803254137819925,61621,853029,7,3.8624420401854715,1,1.6881061068823604,0.9990788,-0.02569312,-0.99937165,0.7584321,0.9962406015037594,266,1.0,0.9962406015037594,0.0,0.06119857366954777,1.0,0.265,0.0,0.4413332074521472,12302,173000,7,3.7593984962406015,1,1.7348717789280703,173000,0.004751154000132374,15.25786283399566,1.2700500239998291,0.33936000500034424,0.027856572000018787,13.610701659995357,0.005122199000197725,2274.1843939681667,2.1219999780441867e-05,0.00019635255739558488,0.571979284286499,8.135368,3.0670109,-4.715178,1.9598311,-0.95286405,1.0,0.9482627,0.9233675,0.024031771,1.002587,0.9483347,0.9240614,0.023837281,1.0008097,0.9463547,0.9211885,0.023975816,8.803612e-07,6.7788396e-06,172000,0.9946484,0.041984785,-0.9951147,0.7248247,0.36259356,-0.5390308,-1.923577,0.36879522,1.4370517,0.6200064,0.14608349,0.20082606
172,172,0.99479896,0.0012362341,-0.99619865,0.67806447,1.0,1237,1.0,1.0,1.0,0.0,1.0,0.2475485291174705,0.0,0.43158806152307705,62858,858026,7,4.0396119644300725,1,1.6794586199300467,0.99939716,-0.0047121192,-0.99977696,0.76476496,0.9959514170040485,247,1.0,0.9959514170040485,0.0,0.06349954308242155,1.0,0.246,0.0,0.43067853440820564,12549,174000,7,4.048582995951417,1,1.7137417972276667,174000,0.006991972999912832,15.067390433997389,1.1575597040000503,0.4476006489999236,0.018550253999819688,13.431948319997446,0.004714354000043386,2289.574600447157,2.5180000193358865e-05,0.00019454250286798924,-1.2534029483795166,8.820982,2.8533149,-3.2303998,2.0202723,-0.9544824,1.0,0.9485704,0.922985,0.023935357,0.9997928,0.9476912,0.92220545,0.02364811,1.0006953,0.9482372,0.9223293,0.02380659,1.9095742e-06,1.7827454e-06,173000,0.99363905,0.015768984,-0.99393696,0.7296871,0.26967815,-0.5210744,-1.830564,0.36586288,1.3095429,0.6317199,0.16032311,0.21131772
173,173,0.995763,-0.0014025846,-0.99516666,0.67692244,1.0,1266,1.0,1.0,1.0,0.0,1.0,0.253250650130026,0.0,0.4348732669856187,64124,863025,7,3.948657187993681,1,1.691831204821536,0.9994523,0.04133488,-0.9998545,0.746911,0.9961389961389961,259,1.0,0.9961389961389961,0.0,0.06201690503555602,1.0,0.258,0.0,0.4375339986789598,12808,175000,7,3.861003861003861,1,1.7028208925964834,175000,0.006360684999890509,13.561058799995863,1.3544386869998561,0.32722704600018915,0.018648964000021806,11.851023874995917,0.0033404529999643273,2303.4122533291347,1.909000002342509e-05,0.00018912868108600378,0.47699040174484253,7.090666,3.055638,-4.6318073,1.8458784,-0.9555348,1.0,0.94822407,0.92286164,0.022531409,1.0019183,0.9491097,0.9234198,0.02265574,1.0026937,0.950366,0.92584556,0.022185577,1.5803856e-06,6.5198583e-06,174000,0.9960941,0.097689115,-0.993849,0.70660233,0.081458166,-0.56694317,-1.9115224,0.40243387,1.0848678,0.6106066,0.14785513,0.21914607
174,174,0.996103,0.025678523,-0.99446523,0.6765004,1.0,1243,1.0,1.0,1.0,0.0,1.0,0.24874924954972985,0.0,0.4322881682375497,65367,868022,7,4.0201126307321,1,1.6991070448871888,0.99957097,0.019496787,-0.9994095,0.75323737,0.9957627118644068,236,1.0,0.9957627118644068,0.0,0.06495639710489784,1.0,0.235,0.0,0.4239988207530771,13044,176000,7,4.237288135593221,1,1.816487419195774,176000,0.005305414000304154,13.071664423003313,0.9562754230000792,0.3174676069997986,0.019293915999696765,11.769741986003282,0.0035592670001278748,2316.7453110671363,2.0810000023629982e-05,0.00019113336747977883,-0.01789073646068573,8.116189,2.9979105,-4.214567,1.8661414,-0.95290554,1.0,0.9475081,0.9234472,0.022577558,0.9996992,0.9461093,0.9218117,0.022453185,1.0032362,0.94841814,0.9235577,0.022643879,2.935586e-06,2.4162343e-06,175000,0.9945346,0.04618202,-0.9952899,0.71611214,0.42951337,-0.560009,-2.091831,0.39756647,1.5365096,0.6129946,0.123460874,0.21597742
175,175,0.99584633,0.020159557,-0.99508345,0.67601055,1.0,1266,1.0,1.0,1.0,0.0,1.0,0.2532,0.0,0.43484452393930406,66633,873022,7,3.949447077409163,1,1.7000057180821468,0.9997834,0.022554468,-0.99940366,0.75095737,0.9960629921259843,254,1.0,0.9960629921259843,0.0,0.06262194378183805,1.0,0.253,0.0,0.4347309512790641,13298,177000,7,3.937007874015748,1,1.721782776389594,177000,0.006148574999770062,14.115755699009242,1.0630814029996145,0.3776125829999728,0.017842544999894017,12.647791331009557,0.0032599420001133694,2331.1616740661493,1.9320000319567043e-05,0.00018771128088701516,0.41443684697151184,7.2443867,3.0482993,-3.5002995,1.7899214,-0.9538974,1.0,0.9484146,0.92317027,0.022946132,1.0000249,0.9477803,0.92165506,0.022816885,1.0017283,0.947199,0.920273,0.023164537,1.4835432e-06,3.3960064e-06,176000,0.99526626,0.04271098,-0.994789,0.71431595,0.30169263,-0.5636129,-2.0494406,0.4005097,1.3521456,0.61292607,0.12880693,0.22396603
176,176,0.9977492,0.0139937,-0.9942458,0.6759892,1.0,1257,1.0,1.0,1.0,0.0,1.0,0.251500600240096,0.0,0.4338756138791018,67890,878020,7,3.976133651551313,1,1.678466742075461,0.9992605,-0.04379733,-0.99955744,0.75897676,0.996309963099631,271,1.0,0.996309963099631,0.0,0.060633493450756394,1.0,0.27,0.0,0.4439594576084623,13569,178000,7,3.690036900369004,1,1.7181074927291198,178000,0.006892599000366317,13.11269850799772,0.9542977599999176,0.34452145700015535,0.020235796000179107,11.781975141997464,0.00474850399996285,2344.565860478146,2.724999967540498e-05,0.00018332693434786052,0.05674445629119873,7.2067566,3.0065951,-3.9387617,1.8986733,-0.9553717,1.0,0.9494405,0.92460155,0.024527697,0.9999625,0.94916,0.92593217,0.024163371,1.00189,0.95070887,0.9243855,0.02410868,1.1086958e-06,4.8559054e-06,177000,0.9954323,0.042538043,-0.99331695,0.71295196,0.16902179,-0.5648123,-1.8971016,0.35635453,1.1841459,0.6020949,0.15000275,0.18956661
177,177,0.9963007,-0.017791107,-0.99744445,0.6834461,1.0,1270,1.0,1.0,1.0,0.0,1.0,0.254,0.0,0.4352975993501458,69160,883020,7,3.937007874015748,1,1.708469091828493,0.9995035,0.030783266,-0.9995963,0.7580148,0.996,250,1.0,0.996,0.0,0.063118935352238,1.0,0.249,0.0,0.4324338099640221,13819,179000,7,4.0,1,1.6637307474468337,179000,0.006273514999975305,13.03092394101077,0.9911064079997232,0.3338276190002034,0.020371815000089555,11.674578750010369,0.0047383340001943,2357.8850913001525,2.750000021478627e-05,0.00018181788618676364,-0.1684965342283249,7.8380404,2.9804358,-4.407854,2.0593112,-0.9557891,1.0,0.9498557,0.92463833,0.024649521,1.0018722,0.9500736,0.924813,0.02472224,1.0033529,0.9492202,0.9243874,0.024461668,7.7973306e-07,2.2684517e-06,178000,0.9940792,-0.011816926,-0.99498945,0.71379715,0.18422654,-0.5927288,-2.0305994,0.39831394,1.2022882,0.5943353,0.13125683,0.21154566
